cut,color,clarity,carat,price
Very Good,E,SI2,1.14,5593
Premium,G,VVS2,1.15,8501
Ideal,E,VS2,0.33,723
Very Good,G,VS1,1.0,6642
Good,E,SI2,0.51,1130
Premium,G,VS2,1.01,5759
Premium,G,SI1,0.48,960
Ideal,I,SI2,1.23,5269
Very Good,H,VVS2,0.4,882
Very Good,D,SI1,0.32,526
Ideal,D,SI2,0.32,477
Ideal,I,SI1,1.24,5797
Ideal,G,VVS2,0.35,676
Fair,I,SI2,1.59,7080
Very Good,D,SI1,0.71,2690
Ideal,G,VS2,1.03,6981
Ideal,D,SI1,0.34,750
Ideal,F,VVS2,0.39,988
Premium,F,SI1,0.73,2527
Premium,H,VVS2,0.34,880
Ideal,F,VS2,0.31,625
Premium,F,SI1,0.36,616
Ideal,G,VS1,1.07,7485
Ideal,H,VVS1,0.51,1776
Ideal,H,SI2,0.57,1151
Ideal,D,SI1,0.32,756
Ideal,H,SI2,1.24,5797
Ideal,D,VS1,0.44,1294
Very Good,E,VVS2,0.23,498
Premium,H,VS2,0.44,810
Very Good,E,VS2,0.5,1624
Premium,J,VS2,0.72,1846
Premium,G,VS1,0.3,776
Very Good,D,SI2,0.3,447
Premium,D,VS2,1.04,7852
Very Good,D,VS2,0.78,3672
Ideal,D,VS2,0.53,1857
Good,F,VS2,0.54,1745
Premium,E,SI1,1.01,5226
Ideal,H,VS2,0.31,489
Ideal,G,VS2,0.63,2357
Ideal,E,VS2,0.4,912
Very Good,H,SI1,0.51,1170
Ideal,F,VS2,1.12,6858
Ideal,H,VVS1,0.31,707
Ideal,H,VVS2,0.77,3707
Good,D,SI1,0.32,589
Very Good,H,SI2,1.17,4826
Ideal,D,VS2,0.4,1050
Premium,G,VS1,1.01,6499
Very Good,D,SI1,0.3,476
Premium,G,VVS2,1.01,6968
Premium,E,SI1,0.3,675
Ideal,E,VVS2,0.62,2904
Premium,H,VVS2,1.0,6037
Ideal,E,SI1,0.59,1793
Very Good,G,VVS1,1.41,14936
Ideal,I,VS2,2.22,18363
Ideal,D,SI2,0.32,612
Very Good,H,SI1,1.0,5247
Premium,I,VS2,1.59,7479
Ideal,F,SI1,0.32,648
Ideal,I,VS1,2.16,18342
Ideal,E,VS2,0.55,1596
Premium,E,VS2,0.5,1746
Very Good,H,VS1,0.7,2482
Premium,I,VS2,1.24,5889
Ideal,G,VS1,0.3,776
Premium,G,IF,0.71,3642
Very Good,J,SI1,0.91,2956
Ideal,H,VS1,1.01,5882
Very Good,E,SI1,0.9,4315
Ideal,E,VS1,0.31,942
Ideal,H,SI2,0.71,2122
Ideal,D,VS2,0.35,829
Premium,G,VS2,0.32,561
Very Good,G,VVS2,0.5,1838
Premium,J,SI1,1.16,4326
Ideal,F,IF,0.3,886
Ideal,D,SI1,0.9,4819
Very Good,D,SI2,1.02,4964
Ideal,H,SI1,0.5,1446
Ideal,D,VS2,0.53,1857
Ideal,G,SI2,1.55,8981
Premium,D,VS1,0.7,2956
Premium,H,VS2,0.7,2330
Premium,H,I1,1.13,3480
Ideal,H,SI1,0.31,417
Good,I,SI2,1.01,3411
Premium,I,VS1,2.05,12766
Ideal,E,SI2,1.0,4743
Ideal,H,VS1,0.3,675
Good,J,VS1,0.88,1964
Ideal,F,VVS1,1.25,12584
Premium,J,VS1,0.3,506
Premium,G,VS2,0.49,1240
Premium,I,SI1,0.32,432
Premium,D,I1,1.11,3655
Ideal,F,VS2,0.3,573
Very Good,G,VS1,0.9,4540
Ideal,D,VS2,0.54,1842
Ideal,E,VS2,0.35,984
Premium,F,VS2,1.01,6900
Very Good,E,SI1,1.01,4766
Ideal,F,VVS1,1.12,11403
Premium,E,VVS2,1.09,10111
Ideal,G,IF,0.64,2790
Very Good,F,VS2,1.2,8334
Ideal,E,SI2,0.5,1154
Very Good,F,VS1,0.26,453
Good,G,SI1,0.5,1197
Premium,D,SI1,0.9,4612
Very Good,G,VVS2,0.59,2155
Ideal,I,SI1,1.53,8981
Premium,E,VS1,0.27,603
Ideal,D,VS2,0.36,800
Ideal,G,SI1,0.78,2583
Ideal,E,SI1,0.58,1580
Premium,E,SI1,0.41,904
Premium,D,SI2,0.42,700
Premium,D,SI2,1.55,11103
Ideal,G,VS2,1.2,8040
Very Good,I,SI2,0.7,1876
Ideal,E,SI2,0.77,2360
Fair,F,I1,0.58,893
Ideal,F,VS1,0.55,1881
Good,D,SI2,0.96,3419
Premium,I,VVS1,0.44,990
Ideal,D,SI2,1.14,5548
Ideal,H,VVS1,0.31,687
Ideal,G,SI1,0.61,1579
Ideal,J,SI1,2.3,12316
Very Good,F,VS2,0.52,1550
Ideal,E,VS1,0.7,3345
Premium,D,SI2,0.42,898
Good,I,VVS1,0.3,552
Ideal,F,VVS1,0.3,814
Ideal,G,VVS1,1.02,8485
Premium,G,VS1,0.35,706
Ideal,G,VS1,0.33,854
Ideal,D,SI2,0.5,1332
Good,H,SI1,1.52,8915
Ideal,G,SI1,0.41,964
Fair,G,SI2,2.01,13721
Premium,G,SI2,1.54,8969
Ideal,G,IF,0.34,952
Premium,G,SI1,0.51,1312
Premium,F,SI1,0.76,2443
Premium,F,SI2,0.5,1016
Very Good,I,VS2,1.25,5975
Ideal,D,SI1,0.32,756
Ideal,I,VS2,1.69,13645
Ideal,D,SI2,0.51,1359
Ideal,E,VS2,0.3,844
Very Good,G,VS1,1.0,6435
Premium,I,SI2,2.01,13052
Premium,G,VS2,1.51,12571
Very Good,F,VS1,0.9,4961
Very Good,H,SI2,1.7,10255
Premium,G,SI2,0.3,506
Ideal,G,VS1,0.52,1694
Ideal,I,VVS2,0.77,2824
Very Good,H,VS2,0.9,4155
Ideal,E,SI1,0.55,1621
Fair,I,SI2,1.51,6156
Premium,F,SI1,0.36,600
Premium,D,SI2,0.3,574
Ideal,D,VS2,0.6,2325
Very Good,E,SI2,1.0,4321
Ideal,D,SI1,0.51,1574
Premium,J,IF,1.53,9596
Very Good,H,SI2,1.5,7774
Ideal,F,VVS2,0.63,3351
Very Good,F,IF,1.02,10967
Ideal,F,VS2,0.48,1279
Ideal,D,VS1,0.31,713
Premium,G,VS1,1.45,8740
Premium,G,VS1,0.32,645
Ideal,E,SI1,0.42,743
Ideal,G,VS2,0.56,1698
Ideal,G,VVS1,0.72,3326
Very Good,G,VS1,1.01,6777
Premium,E,SI1,0.34,765
Very Good,H,SI2,0.9,2972
Ideal,D,SI1,0.3,547
Very Good,E,SI2,1.05,4281
Very Good,D,VVS2,0.26,554
Premium,H,SI1,1.17,4631
Very Good,J,VS2,0.7,1940
Good,G,VS1,1.02,5951
Ideal,H,SI1,0.57,1292
Ideal,D,VS2,0.31,685
Very Good,D,SI1,1.52,14295
Ideal,E,VS2,0.59,1789
Very Good,G,VVS2,0.63,2188
Fair,H,VS1,0.7,2395
Good,G,VS2,1.0,5002
Premium,E,SI2,1.09,4444
Ideal,G,VS2,0.42,847
Ideal,D,SI2,0.32,477
Good,G,VS1,1.5,10036
Fair,J,SI2,0.9,2536
Premium,F,SI2,1.52,8342
Premium,D,VS1,1.55,17773
Good,D,SI1,0.37,874
Premium,J,SI2,1.2,4177
Ideal,E,VS2,0.8,3930
Very Good,E,VVS2,0.25,575
Ideal,J,VS1,0.41,674
Good,F,SI1,0.7,2401
Very Good,G,IF,0.68,3143
Very Good,I,VVS2,1.5,10090
Very Good,H,IF,0.4,1044
Ideal,D,VS1,0.32,933
Ideal,E,SI1,0.9,5373
Ideal,H,SI1,1.04,5102
Ideal,D,VS2,0.51,1787
Very Good,G,SI1,1.22,6334
Ideal,H,VS1,1.52,11154
Premium,E,SI2,1.75,11655
Very Good,J,SI2,1.24,4789
Ideal,H,VS1,0.33,743
Very Good,E,VVS2,0.28,604
Ideal,E,SI1,0.36,810
Very Good,E,SI2,2.01,15618
Good,F,VS2,1.0,6037
Ideal,I,SI2,2.2,14277
Premium,G,VS2,1.18,7137
Fair,D,SI1,1.01,4751
Very Good,D,SI1,0.35,644
Premium,E,SI1,0.41,904
Very Good,F,SI1,1.02,5038
Premium,F,SI1,0.93,4182
Ideal,I,SI2,1.04,3953
Ideal,E,SI2,0.77,2753
Ideal,F,VS2,0.32,645
Premium,J,SI2,1.06,3391
Ideal,E,VVS2,0.41,1432
Ideal,H,SI1,0.34,526
Good,I,SI1,0.7,2034
Premium,G,IF,0.32,954
Ideal,G,VS1,1.27,9431
Very Good,D,VVS2,0.24,492
Ideal,G,VVS1,0.24,559
Very Good,G,VS1,0.51,1588
Ideal,F,VS1,0.34,956
Ideal,H,VVS2,0.55,1668
Ideal,D,VS1,1.06,8893
Ideal,D,SI2,0.3,574
Ideal,E,VS2,0.52,1689
Ideal,G,VVS2,1.25,10636
Ideal,G,VVS1,0.39,1004
Premium,D,VS2,0.3,710
Premium,J,SI1,1.31,5546
Premium,E,VS1,0.31,734
Ideal,G,VVS2,0.3,665
Ideal,H,VS2,0.47,1136
Ideal,E,SI1,0.71,2704
Premium,G,VS2,0.37,833
Fair,E,SI2,1.0,3011
Premium,D,SI1,0.41,791
Premium,H,VS2,1.71,13376
Very Good,D,SI2,1.01,4564
Premium,G,VS1,0.31,749
Premium,G,VVS1,0.32,1080
Premium,G,SI2,1.03,3824
Ideal,E,VS2,0.31,632
Ideal,H,VS2,1.25,8498
Premium,J,SI2,1.26,5038
Very Good,I,VVS2,1.5,9618
Premium,I,SI1,1.28,6164
Ideal,G,SI1,0.45,852
Good,E,SI2,1.0,4004
Very Good,H,VS1,0.3,675
Premium,H,SI1,1.02,4819
Premium,E,VVS2,0.3,1013
Ideal,G,VVS2,1.01,7167
Good,E,SI2,0.36,505
Ideal,D,SI1,1.01,6579
Premium,F,VS2,0.32,828
Ideal,D,SI1,0.33,780
Ideal,D,SI1,0.31,732
Ideal,F,VS2,0.3,573
Ideal,F,VS1,0.76,3446
Premium,G,SI2,1.01,4327
Ideal,H,VVS2,0.3,776
Ideal,G,VVS2,0.54,2090
Ideal,H,VS2,1.07,4458
Premium,E,VS1,0.41,1079
Ideal,I,SI1,1.22,5329
Very Good,I,VVS2,0.74,2600
Ideal,E,SI2,1.51,10147
Ideal,D,VS2,1.11,7602
Good,D,SI2,1.41,7501
Ideal,F,IF,0.27,796
Very Good,J,VS2,2.38,16126
Ideal,J,SI1,1.24,4875
Very Good,I,SI2,1.71,8896
Ideal,E,VS2,0.52,1689
Premium,H,SI1,1.01,4191
Very Good,D,VS1,1.08,8513
Good,H,SI1,0.9,3465
Premium,G,VS2,0.34,765
Very Good,F,VS1,0.33,741
Very Good,G,SI2,1.53,8095
Ideal,F,SI2,1.6,7616
Ideal,H,SI1,0.3,450
Premium,H,SI1,2.02,17265
Premium,G,SI1,0.7,2415
Premium,E,IF,1.05,11025
Ideal,I,SI1,1.22,5602
Ideal,F,VS1,0.74,3845
Premium,G,VS1,1.09,6951
Ideal,D,VS1,1.08,9545
Ideal,H,VVS1,0.38,1219
Ideal,E,SI1,0.57,1613
Ideal,G,VS2,0.34,765
Very Good,D,VS2,0.41,738
Very Good,G,IF,0.7,3543
Good,G,VVS2,0.51,1885
Very Good,F,SI1,0.7,2155
Premium,F,SI2,1.0,3977
Good,G,SI1,0.76,2447
Ideal,H,SI1,0.55,1270
Premium,I,SI2,2.51,18255
Ideal,F,I1,1.63,7229
Good,H,SI1,1.02,4167
Very Good,I,VS1,0.44,810
Ideal,H,IF,0.31,772
Ideal,I,VS2,0.7,2270
Very Good,G,VVS1,0.4,1008
Premium,J,VS2,0.59,1055
Good,F,SI1,1.72,13499
Good,F,VS1,0.56,1712
Premium,G,VS2,0.52,1577
Premium,E,SI1,0.41,852
Ideal,F,VS2,0.58,2401
Premium,F,SI1,1.2,7282
Ideal,I,SI2,2.02,13109
Very Good,G,VVS1,0.31,816
Fair,D,SI1,0.4,644
Premium,H,SI1,1.16,5480
Ideal,I,SI1,1.08,5141
Very Good,I,VS2,0.33,463
Premium,D,VS1,1.52,17723
Very Good,H,SI2,1.75,10727
Ideal,G,VS1,1.52,13777
Premium,G,VS2,0.53,1607
Very Good,F,VVS2,0.7,3247
Good,I,VS1,1.51,9581
Ideal,E,SI1,0.34,596
Premium,E,SI2,0.52,1088
Ideal,F,VS2,0.6,1970
Very Good,D,VVS2,0.35,835
Good,E,SI2,1.01,4355
Good,J,SI1,0.93,2438
Premium,D,SI1,0.42,1040
Ideal,E,VS1,0.41,1079
Ideal,G,SI1,0.53,1273
Ideal,E,VS2,0.51,1781
Ideal,H,VS1,0.57,1720
Ideal,H,SI2,0.53,1054
Ideal,D,VS2,0.31,734
Good,H,SI1,2.01,15919
Ideal,F,SI1,0.9,4523
Good,F,SI1,1.01,4369
Very Good,H,SI2,2.01,14768
Ideal,E,VS2,0.37,811
Fair,E,SI2,1.03,3876
Ideal,I,SI2,1.2,4890
Ideal,H,VVS2,0.27,496
Premium,F,SI1,1.24,7000
Ideal,H,SI1,0.43,919
Very Good,H,SI2,2.02,15851
Fair,F,SI1,0.75,2363
Ideal,F,VS1,0.37,846
Premium,G,VS1,0.3,605
Ideal,G,SI1,0.32,477
Ideal,G,VS2,0.3,545
Good,H,SI1,0.3,421
Ideal,J,VS2,0.7,1874
Ideal,F,VS2,0.71,2686
Premium,F,SI2,0.87,2661
Fair,J,I1,3.11,9823
Premium,E,SI2,1.56,9909
Ideal,F,SI1,0.41,711
Ideal,D,VS2,0.35,1063
Ideal,E,VS2,0.7,3370
Ideal,G,SI1,0.52,1197
Ideal,D,SI1,0.35,780
Premium,G,VS2,1.28,8139
Ideal,F,VS1,0.96,5767
Premium,H,VS1,0.35,614
Very Good,F,SI1,0.58,1373
Fair,G,VS1,0.45,1027
Very Good,G,VVS2,0.32,730
Very Good,E,VVS2,0.23,485
Ideal,H,VS1,0.31,557
Premium,J,VS2,2.04,11209
Ideal,G,IF,0.31,891
Ideal,D,VS1,0.55,1918
Premium,H,VS1,0.77,2789
Ideal,E,VVS1,0.3,895
Ideal,E,VVS1,0.3,895
Premium,F,SI1,0.32,684
Very Good,J,VS1,1.21,5604
Ideal,G,SI1,0.82,3123
Ideal,J,I1,3.01,16538
Premium,I,VS2,0.33,463
Very Good,I,VVS1,0.56,1580
Ideal,I,VS1,0.53,1427
Ideal,H,SI1,2.0,12654
Very Good,D,SI2,0.31,462
Ideal,E,VS1,0.83,5151
Ideal,D,VS1,0.35,952
Ideal,E,SI1,0.82,3588
Premium,H,VS2,0.53,1356
Very Good,H,VS2,0.9,3890
Very Good,G,SI1,1.26,7910
Very Good,F,VS1,0.77,3350
Ideal,E,SI1,0.34,765
Ideal,E,VVS1,0.33,852
Premium,E,VS2,1.01,6335
Ideal,E,VVS2,0.44,1274
Premium,G,SI2,1.38,5487
Ideal,G,SI1,0.7,2352
Good,E,SI1,0.9,3884
Ideal,I,VS2,1.13,5165
Premium,H,VS2,0.33,521
Very Good,E,VS2,0.82,4135
Ideal,D,VVS1,0.65,5052
Ideal,I,VS1,1.27,6396
Premium,G,VS2,0.93,4834
Premium,H,VS2,0.91,3921
Premium,G,SI1,0.9,3774
Very Good,E,VVS1,0.26,599
Ideal,E,SI1,0.76,3584
Very Good,I,VS1,1.53,9823
Premium,H,SI1,0.3,554
Fair,G,SI1,0.95,2841
Ideal,D,VS2,0.51,1787
Ideal,F,VVS2,0.63,2961
Ideal,G,SI1,0.54,1350
Premium,E,SI2,1.22,6121
Good,E,SI2,1.0,3889
Good,F,VS2,0.7,2212
Ideal,E,VS2,0.51,1662
Ideal,D,SI1,0.56,1708
Premium,G,SI2,1.2,5689
Ideal,I,VS2,0.78,2652
Premium,I,SI2,1.18,4639
Very Good,F,VS2,1.52,13215
Very Good,E,VS2,0.79,3539
Ideal,D,SI1,1.44,10725
Very Good,H,SI1,0.58,1239
Premium,D,VVS1,0.43,1584
Ideal,F,SI1,0.35,607
Ideal,E,SI1,0.57,1728
Ideal,D,SI1,1.3,9242
Premium,I,VS2,1.56,7326
Ideal,G,SI1,0.4,701
Fair,G,VS2,0.71,2274
Ideal,E,SI2,0.4,629
Ideal,J,VS2,2.0,14323
Premium,H,SI1,1.73,11969
Very Good,H,SI1,0.31,435
Premium,H,SI1,1.01,4965
Very Good,D,VS1,0.65,2752
Premium,J,VVS1,1.53,9555
Premium,H,SI1,1.21,6505
Premium,I,SI1,1.19,5464
Premium,G,VVS2,0.5,1935
Premium,E,SI1,0.72,2666
Premium,G,VS2,0.32,561
Good,I,SI1,0.88,2558
Premium,H,SI1,0.31,558
Premium,H,SI2,1.51,5767
Very Good,F,VS1,0.41,889
Very Good,G,SI2,0.93,4163
Ideal,G,VVS2,0.41,1076
Premium,F,SI2,0.75,2501
Ideal,D,VVS2,0.42,1210
Very Good,H,SI1,0.32,591
Ideal,E,SI2,1.02,4547
Good,E,SI1,0.41,705
Very Good,D,SI1,0.8,2925
Ideal,F,VVS1,0.38,1257
Premium,H,SI2,2.09,17805
Ideal,G,VS1,0.82,3880
Premium,F,VS1,0.38,1101
Ideal,E,SI1,0.74,2762
Very Good,F,SI2,1.51,8462
Very Good,D,SI1,0.41,947
Ideal,J,SI1,1.0,3929
Premium,D,SI1,1.01,5599
Premium,F,SI1,0.9,3881
Very Good,E,SI1,0.3,526
Good,D,SI2,0.9,3740
Premium,H,VS2,0.42,992
Ideal,G,VS2,0.34,765
Very Good,G,VS2,0.7,2507
Ideal,D,SI1,0.32,756
Ideal,E,VS2,0.57,1949
Ideal,D,VS2,0.3,911
Very Good,D,SI1,0.3,709
Very Good,D,VS1,0.52,1995
Very Good,I,SI1,0.33,572
Ideal,H,VS1,1.21,5902
Premium,J,VS2,0.37,583
Ideal,E,SI1,0.7,2846
Premium,E,VS2,0.38,1112
Very Good,G,SI1,1.5,9515
Very Good,E,VS2,0.38,866
Ideal,I,SI1,1.16,4668
Ideal,H,VS2,0.52,1401
Premium,H,VS2,1.51,10548
Ideal,G,SI1,0.93,4666
Ideal,H,SI1,1.13,4556
Good,E,VS1,0.51,1760
Very Good,E,VVS2,0.4,1075
Very Good,E,VS2,1.0,6732
Ideal,G,VVS1,0.3,976
Very Good,J,VS1,0.41,797
Very Good,D,SI1,0.73,2197
Good,H,VS2,1.05,5592
Premium,E,VS2,0.73,3127
Ideal,D,SI2,0.74,2690
Ideal,E,SI1,0.8,3890
Very Good,H,SI1,0.73,2359
Ideal,G,VS2,0.55,1752
Very Good,F,VS2,1.01,6288
Good,E,SI2,0.53,1140
Ideal,F,VS1,1.59,17366
Premium,I,SI1,0.69,1636
Ideal,G,SI1,0.51,1321
Ideal,G,SI1,0.3,487
Premium,F,VS2,0.34,686
Ideal,F,VS1,0.58,1983
Ideal,J,SI1,1.55,7987
Ideal,J,VS2,0.5,1166
Good,F,VS1,0.7,2919
Ideal,F,VVS1,0.3,814
Premium,H,IF,1.51,13075
Very Good,E,SI1,0.41,705
Good,F,SI1,0.6,1599
Ideal,D,SI1,0.31,732
Ideal,D,VS2,0.51,1787
Premium,G,VS1,0.51,1781
Ideal,F,VS2,1.26,9236
Fair,G,SI2,1.01,3816
Ideal,H,VS1,1.5,12702
Premium,D,SI2,0.92,3877
Premium,D,SI1,0.6,1814
Fair,H,SI2,1.0,3192
Good,I,SI1,0.3,394
Premium,D,VVS2,0.32,926
Premium,J,VVS2,2.0,15214
Good,D,SI2,1.33,6152
Premium,G,VS2,0.51,1546
Ideal,G,VVS2,0.41,1076
Premium,G,VS2,1.0,5806
Very Good,F,VS1,1.31,9797
Fair,H,SI2,0.9,2138
Good,F,SI1,0.37,738
Ideal,G,VS2,0.41,827
Ideal,G,VS1,0.43,1008
Good,E,SI1,0.31,507
Ideal,G,VS1,0.75,2973
Ideal,G,SI2,0.7,2234
Ideal,F,VS1,0.74,3170
Ideal,E,SI2,0.32,427
Ideal,G,VVS1,0.52,1936
Very Good,J,VS1,1.14,4905
Premium,H,SI1,1.0,4469
Ideal,J,VVS2,0.3,439
Ideal,G,VVS2,0.54,2090
Ideal,G,VS1,1.07,6793
Ideal,D,VVS2,0.37,983
Ideal,E,VS1,0.4,1125
Ideal,F,SI1,0.42,773
Ideal,F,SI2,1.27,5405
Very Good,G,VS1,0.7,2812
Ideal,F,VS2,0.31,802
Premium,F,VS2,0.53,1753
Ideal,J,SI1,1.6,8418
Ideal,D,VVS1,0.32,1067
Ideal,E,SI1,0.51,1443
Very Good,E,SI1,0.7,2481
Premium,G,VVS2,1.21,9541
Ideal,F,SI2,0.38,568
Very Good,F,SI1,1.02,4678
Ideal,G,VS2,1.21,7996
Ideal,I,VS1,0.46,906
Premium,F,SI1,0.32,684
Very Good,E,SI1,0.31,698
Ideal,H,VVS1,0.35,743
Premium,G,VS2,0.34,596
Ideal,D,SI1,0.71,3674
Very Good,J,VS2,0.58,1090
Ideal,I,VS1,0.91,4022
Ideal,G,SI1,0.79,2898
Good,H,SI1,0.41,748
Good,H,VS1,1.01,5515
Premium,G,SI1,1.22,6288
Very Good,H,VS1,0.29,444
Very Good,F,VVS2,0.24,552
Ideal,F,SI2,2.03,18458
Ideal,F,VS2,1.1,8977
Premium,H,VS2,0.3,473
Ideal,E,VVS2,0.3,766
Very Good,I,VS2,0.47,935
Premium,D,VVS2,0.41,1105
Ideal,F,VVS1,0.41,1157
Premium,F,SI1,1.0,5152
Very Good,F,SI1,0.71,2088
Very Good,G,SI1,0.31,593
Very Good,F,SI2,0.9,3569
Good,H,VS1,0.4,807
Very Good,I,SI2,1.21,4791
Good,D,SI2,0.8,2229
Ideal,I,VS1,1.56,10399
Good,E,VS2,0.23,357
Premium,G,VS1,0.56,1915
Premium,D,SI1,1.52,11220
Premium,E,VS2,0.62,2102
Good,J,VS2,1.23,4727
Very Good,G,VS1,1.3,10654
Good,E,SI1,1.5,11368
Ideal,G,SI1,0.79,2907
Ideal,H,VS1,0.32,561
Very Good,H,VS2,1.0,4652
Very Good,F,VS2,0.39,821
Very Good,F,VVS2,0.39,965
Premium,H,SI2,2.21,13369
Premium,G,VVS2,1.06,7627
Premium,J,VS2,0.7,1940
Ideal,D,VS2,0.31,803
Ideal,D,VVS1,0.28,608
Premium,G,VS1,0.51,1781
Premium,G,VS2,0.52,1577
Very Good,E,VVS1,1.11,11330
Premium,G,VVS2,0.32,936
Good,H,VS2,0.4,945
Very Good,F,VS2,1.79,18429
Very Good,H,VVS2,0.3,559
Ideal,G,VS2,0.53,1577
Premium,D,SI2,2.0,12576
Very Good,J,SI2,1.2,3880
Ideal,F,VS1,0.33,765
Ideal,G,VS2,1.55,14106
Premium,F,VVS1,1.01,7741
Premium,E,SI1,0.4,945
Premium,F,VS2,1.23,8486
Ideal,G,SI2,1.15,4877
Ideal,E,SI1,1.01,5599
Good,D,VS2,0.9,3604
Very Good,F,SI1,1.01,4869
Good,D,SI2,1.03,4671
Ideal,G,SI1,0.28,455
Good,H,VVS1,0.45,1240
Ideal,G,VS1,0.52,1576
Good,D,VS2,1.01,6912
Ideal,H,SI1,1.02,6264
Very Good,G,VVS1,0.6,2485
Premium,F,SI2,1.08,4407
Ideal,G,SI2,0.42,829
Premium,H,SI1,0.9,3387
Premium,G,SI2,1.01,4154
Ideal,G,SI1,0.63,1628
Very Good,E,SI1,0.53,1432
Very Good,G,VS2,1.08,6415
Ideal,E,VS2,0.41,935
Good,E,SI1,1.6,12581
Ideal,E,VS2,0.53,1727
Ideal,G,VVS2,0.3,665
Premium,H,SI2,2.01,11635
Premium,E,SI2,2.12,18120
Ideal,F,IF,0.31,914
Premium,E,VS2,1.01,5882
Premium,D,VS2,0.21,386
Premium,H,SI1,0.97,3911
Ideal,G,SI1,0.74,2760
Ideal,F,VVS1,0.32,912
Very Good,E,VVS1,0.35,835
Premium,J,VS2,0.41,611
Ideal,F,VVS1,0.32,990
Fair,I,VS2,0.7,1996
Premium,F,SI1,0.39,860
Good,F,SI2,0.61,3807
Premium,I,SI1,0.31,418
Premium,D,SI2,0.9,3205
Good,H,VS2,0.72,2497
Premium,H,VS1,0.34,596
Premium,I,SI2,1.2,5080
Ideal,E,VS2,0.5,1746
Ideal,I,VS2,1.06,4530
Ideal,G,VS1,0.53,1721
Ideal,E,SI2,0.5,1154
Good,F,SI1,0.9,4241
Good,F,SI2,1.0,3801
Ideal,D,SI1,0.5,1563
Ideal,H,SI2,2.1,16629
Ideal,F,VVS1,0.53,2922
Very Good,G,VVS2,0.33,752
Ideal,D,VS2,0.54,1993
Ideal,E,VS1,0.53,2143
Premium,I,SI2,1.36,5963
Good,D,SI2,0.7,2367
Very Good,J,SI1,1.65,7903
Ideal,E,SI1,0.51,1732
Premium,E,VS2,0.32,900
Good,F,VS2,0.31,637
Ideal,G,SI1,0.7,2460
Very Good,G,VVS1,1.51,15281
Ideal,E,VVS1,0.4,1333
Premium,H,VS2,1.22,5944
Premium,H,VS1,1.38,7233
Very Good,J,VVS2,1.51,8550
Ideal,G,VVS2,0.32,936
Very Good,F,VS1,0.41,931
Good,D,VS2,0.7,3087
Ideal,D,SI2,0.3,447
Ideal,I,VVS1,0.4,854
Ideal,E,VS2,0.3,844
Ideal,G,SI2,1.04,5044
Ideal,D,SI1,1.06,6565
Premium,G,SI1,0.53,1206
Very Good,H,SI1,1.01,5433
Premium,H,VS2,0.4,945
Good,H,SI2,0.3,368
Ideal,E,SI1,0.31,516
Premium,G,VS2,0.68,2040
Premium,E,VVS2,1.03,9205
Ideal,F,VS1,1.27,11973
Premium,E,SI2,1.0,4579
Fair,H,I1,1.52,4648
Very Good,D,VS1,0.36,793
Ideal,E,VS2,0.65,2282
Ideal,F,VVS2,0.4,1039
Very Good,E,SI2,1.05,3816
Premium,E,SI1,0.35,614
Ideal,H,SI2,0.71,2376
Very Good,E,SI1,0.41,1015
Ideal,G,VS2,1.17,7550
Premium,H,SI2,1.52,8127
Ideal,H,IF,0.3,764
Ideal,G,VS2,1.01,6439
Very Good,G,SI1,1.59,10963
Ideal,G,VVS2,0.31,687
Ideal,F,SI1,0.42,838
Ideal,D,SI1,0.52,1600
Premium,D,SI1,1.51,12738
Very Good,E,SI1,1.52,11176
Very Good,D,SI2,0.3,574
Ideal,E,VS2,1.0,6048
Premium,H,SI1,0.41,984
Fair,H,SI1,1.13,5771
Ideal,E,VVS1,0.32,879
Ideal,G,SI2,2.32,18532
Premium,H,SI1,1.33,7171
Premium,H,SI1,1.09,5706
Ideal,H,VS2,0.77,3332
Very Good,J,SI2,1.05,3395
Very Good,E,VVS2,0.31,721
Ideal,H,VVS1,0.25,525
Premium,E,VS2,0.7,2673
Ideal,H,VVS2,0.4,1125
Good,F,VS2,0.9,4432
Premium,E,SI1,0.91,4138
Ideal,G,VVS1,0.65,3248
Good,E,SI1,0.32,524
Very Good,F,VVS2,0.24,552
Premium,J,SI1,1.2,4838
Ideal,E,VS2,1.13,9796
Ideal,F,SI1,0.8,3420
Premium,E,VS2,0.3,658
Very Good,E,SI2,0.7,2281
Ideal,E,VS2,0.57,1851
Good,G,SI2,2.01,15977
Very Good,G,SI1,1.0,4997
Ideal,E,SI1,0.5,1259
Very Good,G,VS2,0.51,1438
Very Good,E,SI2,1.51,10012
Ideal,D,VVS2,0.54,2323
Premium,G,VVS2,0.7,2874
Premium,H,SI1,0.6,1219
Good,G,VS2,0.66,2101
Good,F,I1,0.4,491
Ideal,F,VS1,0.56,2016
Fair,I,SI1,1.56,7950
Fair,D,I1,0.91,2491
Ideal,D,IF,0.31,1251
Very Good,J,SI2,2.74,17164
Ideal,E,VVS2,0.8,4493
Very Good,H,SI1,1.01,4836
Ideal,I,SI1,1.22,6012
Very Good,I,VS1,0.36,729
Ideal,E,VS2,0.9,4419
Premium,H,SI2,1.1,4004
Premium,H,VS2,1.52,8001
Ideal,F,VS2,1.01,7338
Premium,H,VS2,1.52,11105
Very Good,E,VVS1,0.26,554
Very Good,H,VVS2,1.07,6751
Fair,H,I1,0.96,1739
Ideal,G,IF,0.31,891
